141,0,0,TRUE,
141,0,2,FALSE,
141,0,2,FALSE,
141,0,2,FALSE,
141,0,2,FALSE,
140,0,2,FALSE,
140,0,2,FALSE,
140,0,2,FALSE,
140,0,2,FALSE,
140,0,2,FALSE,
140,0,2,FALSE,
140,0,2,FALSE,
140,0,2,FALSE,
140,0,2,FALSE,
140,0,2,FALSE,
139,0,2,FALSE,
139,0,2,FALSE,
139,0,2,FALSE,
139,0,2,FALSE,
139,0,2,FALSE,
139,0,2,FALSE,
139,0,2,FALSE,
139,0,2,FALSE,
139,0,2,FALSE,
139,0,2,FALSE,
139,0,2,FALSE,
139,0,2,FALSE,
139,0,2,FALSE,
139,0,2,FALSE,
139,0,2,FALSE,
139,0,2,FALSE,
139,0,2,FALSE,
139,0,2,FALSE,
139,0,2,FALSE,
140,0,2,FALSE,
140,0,2,FALSE,
140,0,2,FALSE,
140,0,2,FALSE,
140,0,2,FALSE,
140,0,2,FALSE,
140,0,2,FALSE,
140,0,2,FALSE,
140,0,2,FALSE,
140,0,2,FALSE,
141,0,2,FALSE,
140,0,2,FALSE,
140,0,2,FALSE,
140,0,2,FALSE,
140,0,2,FALSE,
140,0,2,FALSE,
140,0,2,FALSE,
140,0,2,FALSE,
140,0,2,FALSE,
140,0,2,FALSE,
140,0,2,FALSE,
139,0,2,FALSE,
139,0,2,FALSE,
139,0,2,FALSE,
139,0,2,FALSE,
139,0,2,FALSE,
138,0,2,FALSE,
138,0,2,FALSE,
138,0,2,FALSE,
138,0,2,FALSE,
138,0,2,FALSE,
137,0,2,FALSE,
137,0,2,FALSE,
137,0,2,FALSE,
137,0,2,FALSE,
137,0,2,FALSE,
136,0,2,FALSE,
136,0,2,FALSE,
136,0,2,FALSE,
136,0,2,FALSE,
136,0,2,FALSE,
136,0,2,FALSE,
136,0,2,FALSE,
136,0,2,FALSE,
136,0,2,FALSE,
136,0,2,FALSE,
136,0,2,FALSE,
136,0,2,FALSE,
136,0,2,FALSE,
136,0,2,FALSE,
136,0,2,FALSE,
135,0,2,FALSE,
135,0,2,FALSE,
135,0,2,FALSE,
135,0,2,FALSE,
135,0,2,FALSE,
135,0,2,FALSE,
135,0,2,FALSE,
135,0,2,FALSE,
135,0,2,FALSE,
135,0,2,FALSE,
134,0,2,FALSE,
